placa,alert_type,severity,details,triggered_at,code,diagnostic_id
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 375 eventos (>30),2025-10-23,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 562 eventos (>30),2025-10-23,,
A-05355-A,enhanced_operations,medium,Ralentí excesivo: 351 eventos (>30),2025-10-24,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 719 eventos (>30),2025-10-24,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 410 eventos (>30),2025-10-24,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 802 eventos (>30),2025-10-24,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 123 eventos (>30),2025-10-25,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 112 eventos (>30),2025-10-25,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 155 eventos (>30),2025-10-25,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 135 eventos (>30),2025-10-25,,
A-05503-A,dtc,medium,Diagnóstico OEM sin catalogar (id asmsNmIh…) | Estado: Pending,2025-12-18T18:32:54+00:00,,asmsNmIhBEkug4_fPPcxGjw
A-05504-A,dtc,medium,"Estado: Active | Vehicle performance and drivability may be impacted, potentially due to the Crankshaft Sensor. Contact the service facility at the earliest convenience.",2025-12-19T13:40:48+00:00,,au2UreTWmIEG23HTxjiifcA
A-05502-A,dtc,info,Código DEVICE-FW-RESTART | El dispositivo GO se reinició por actualización de firmware | Estado: Pending,2025-12-05T22:55:32+00:00,DEVICE-FW-RESTART,DiagnosticDeviceRestartedBecauseOfFirmwareUpdateId
A-05508-A,dtc,info,Código DEVICE-FW-RESTART | El dispositivo GO se reinició por actualización de firmware | Estado: Pending,2025-12-06T03:02:04+00:00,DEVICE-FW-RESTART,DiagnosticDeviceRestartedBecauseOfFirmwareUpdateId
A-05503-A,dtc,info,Código DEVICE-FW-RESTART | El dispositivo GO se reinició por actualización de firmware | Estado: Pending,2025-12-06T07:18:01+00:00,DEVICE-FW-RESTART,DiagnosticDeviceRestartedBecauseOfFirmwareUpdateId
