placa,alert_type,severity,details,triggered_at,code,diagnostic_id
A4521C,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-04-02T00:00:00,,
LZW205B,inactivity,medium,Actividad cayó 86% vs promedio de 14d,2025-04-02T00:00:00,,
PDL5824,inactivity,medium,Actividad cayó 86% vs promedio de 14d,2025-04-02T00:00:00,,
PDL5824,consumption,medium,Consumo cayó 86% y sólo registra 232 L en 30d,2025-04-02T00:00:00,,
6CS4E9,inactivity,medium,Actividad cayó 67% vs promedio de 14d,2025-04-03T00:00:00,,
6CS4E9,consumption,medium,"Consumo cayó 67% y sólo registra 1,035 L en 30d",2025-04-03T00:00:00,,
DV7041B,inactivity,medium,Actividad cayó 80% vs promedio de 14d,2025-04-03T00:00:00,,
NUS5749,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-04-03T00:00:00,,
NUS5749,consumption,medium,Consumo cayó 90% y sólo registra 278 L en 30d,2025-04-03T00:00:00,,
906301,inactivity,medium,Actividad cayó 64% vs promedio de 14d,2025-04-04T00:00:00,,
906301,consumption,medium,Consumo cayó 64% y sólo registra 957 L en 30d,2025-04-04T00:00:00,,
NYF7657,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-04-04T00:00:00,,
NZV2611,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2025-04-04T00:00:00,,
A6086L,inactivity,medium,Actividad cayó 92% vs promedio de 14d,2025-04-06T00:00:00,,
B07BGL,inactivity,medium,Actividad cayó 95% vs promedio de 14d,2025-04-06T00:00:00,,
M02696,inactivity,medium,Actividad cayó 86% vs promedio de 14d,2025-04-06T00:00:00,,
NZT1226,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-04-06T00:00:00,,
A5775E,inactivity,medium,Actividad cayó 97% vs promedio de 14d,2025-04-07T00:00:00,,
A4898K,inactivity,medium,Actividad cayó 91% vs promedio de 14d,2025-04-08T00:00:00,,
A77638D,inactivity,medium,Actividad cayó 73% vs promedio de 14d,2025-04-08T00:00:00,,
A77638D,consumption,medium,Consumo cayó 73% y sólo registra 282 L en 30d,2025-04-08T00:00:00,,
LGX501B,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-04-08T00:00:00,,
061238K,inactivity,medium,Actividad cayó 66% vs promedio de 14d,2025-04-09T00:00:00,,
061238K,consumption,medium,Consumo cayó 66% y sólo registra 552 L en 30d,2025-04-09T00:00:00,,
A24473E,inactivity,medium,Actividad cayó 62% vs promedio de 14d,2025-04-09T00:00:00,,
A24473E,consumption,medium,Consumo cayó 62% y sólo registra 412 L en 30d,2025-04-09T00:00:00,,
A26374E,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-04-09T00:00:00,,
A6251M,inactivity,medium,Actividad cayó 92% vs promedio de 14d,2025-04-09T00:00:00,,
A5208G,inactivity,medium,Actividad cayó 89% vs promedio de 14d,2025-04-10T00:00:00,,
A2059C,inactivity,medium,Actividad cayó 89% vs promedio de 14d,2025-04-11T00:00:00,,
A84873D,inactivity,medium,Actividad cayó 75% vs promedio de 14d,2025-04-11T00:00:00,,
NCE5193,inactivity,medium,Actividad cayó 95% vs promedio de 14d,2025-04-11T00:00:00,,
A6814L,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-04-12T00:00:00,,
P803046,inactivity,medium,Actividad cayó 61% vs promedio de 14d,2025-04-12T00:00:00,,
A0148G,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-04-13T00:00:00,,
A26614E,inactivity,medium,Actividad cayó 50% vs promedio de 14d,2025-04-13T00:00:00,,
A26614E,consumption,medium,Consumo cayó 50% y sólo registra 685 L en 30d,2025-04-13T00:00:00,,
MTH187A,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-04-13T00:00:00,,
NXK8810,inactivity,medium,Actividad cayó 97% vs promedio de 14d,2025-04-13T00:00:00,,
PBN5416,inactivity,medium,Actividad cayó 87% vs promedio de 14d,2025-04-13T00:00:00,,
8E9003481,inactivity,medium,Actividad cayó 61% vs promedio de 14d,2025-04-14T00:00:00,,
8E9003481,consumption,medium,"Consumo cayó 61% y sólo registra 1,201 L en 30d",2025-04-14T00:00:00,,
A04526A,inactivity,medium,Actividad cayó 81% vs promedio de 14d,2025-04-14T00:00:00,,
A04526A,consumption,medium,Consumo cayó 81% y sólo registra 203 L en 30d,2025-04-14T00:00:00,,
A1118K,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-04-14T00:00:00,,
A9088G,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-04-14T00:00:00,,
K009100,inactivity,medium,Actividad cayó 65% vs promedio de 14d,2025-04-14T00:00:00,,
PAZ3649,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-04-14T00:00:00,,
1801MDF009,inactivity,medium,Actividad cayó 91% vs promedio de 14d,2025-04-15T00:00:00,,
A83527D,inactivity,medium,Actividad cayó 79% vs promedio de 14d,2025-04-15T00:00:00,,
A83527D,consumption,medium,Consumo cayó 79% y sólo registra 501 L en 30d,2025-04-15T00:00:00,,
PCZ3897,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-04-15T00:00:00,,
A5948A,inactivity,medium,Actividad cayó 82% vs promedio de 14d,2025-04-16T00:00:00,,
A5948A,consumption,medium,Consumo cayó 82% y sólo registra 387 L en 30d,2025-04-16T00:00:00,,
NCZ4998,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-04-16T00:00:00,,
NHY2352,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-04-16T00:00:00,,
MDF887A,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-04-17T00:00:00,,
A4620M,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2025-04-18T00:00:00,,
A5007M,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-04-18T00:00:00,,
A5616D,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2025-04-18T00:00:00,,
1803342,inactivity,medium,Actividad cayó 93% vs promedio de 14d,2025-04-19T00:00:00,,
A0348J,inactivity,medium,Actividad cayó 96% vs promedio de 14d,2025-04-20T00:00:00,,
A6090C,inactivity,medium,Actividad cayó 97% vs promedio de 14d,2025-04-20T00:00:00,,
PAG663A,inactivity,medium,Actividad cayó 97% vs promedio de 14d,2025-04-20T00:00:00,,
V57BDK,inactivity,medium,Actividad cayó 96% vs promedio de 14d,2025-04-20T00:00:00,,
A77636D,inactivity,medium,Actividad cayó 75% vs promedio de 14d,2025-04-21T00:00:00,,
A77636D,consumption,medium,Consumo cayó 75% y sólo registra 780 L en 30d,2025-04-21T00:00:00,,
C30BCE,inactivity,medium,Actividad cayó 96% vs promedio de 14d,2025-04-21T00:00:00,,
LHT976A,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2025-04-21T00:00:00,,
NAE825A,inactivity,medium,Actividad cayó 86% vs promedio de 14d,2025-04-21T00:00:00,,
PAJ2909,inactivity,medium,Actividad cayó 87% vs promedio de 14d,2025-04-21T00:00:00,,
6CSL90,consumption,medium,"Consumo cayó 35% y sólo registra 1,339 L en 30d",2025-04-22T00:00:00,,
A4863E,inactivity,medium,Actividad cayó 87% vs promedio de 14d,2025-04-22T00:00:00,,
A4863E,consumption,medium,Consumo cayó 87% y sólo registra 212 L en 30d,2025-04-22T00:00:00,,
A5956L,inactivity,medium,Actividad cayó 96% vs promedio de 14d,2025-04-22T00:00:00,,
LSA232A,inactivity,medium,Actividad cayó 79% vs promedio de 14d,2025-04-22T00:00:00,,
NYF7608,inactivity,medium,Actividad cayó 85% vs promedio de 14d,2025-04-22T00:00:00,,
Y20BNF,inactivity,medium,Actividad cayó 93% vs promedio de 14d,2025-04-22T00:00:00,,
772,inactivity,medium,Actividad cayó 100% vs promedio de 14d,2025-04-23T00:00:00,,
A6918G,inactivity,medium,Actividad cayó 94% vs promedio de 14d,2025-04-23T00:00:00,,
A7734B,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-04-23T00:00:00,,
A7734B,consumption,medium,Consumo cayó 90% y sólo registra 330 L en 30d,2025-04-23T00:00:00,,
PCJ6877,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-04-23T00:00:00,,
A2473G,inactivity,medium,Actividad cayó 93% vs promedio de 14d,2025-04-24T00:00:00,,
NWD1976,inactivity,medium,Actividad cayó 89% vs promedio de 14d,2025-04-24T00:00:00,,
PDE3038,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-04-24T00:00:00,,
UKE843V,inactivity,medium,Actividad cayó 91% vs promedio de 14d,2025-04-25T00:00:00,,
A6275M,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2025-04-26T00:00:00,,
MXG194A,inactivity,medium,Actividad cayó 93% vs promedio de 14d,2025-04-26T00:00:00,,
M00623,inactivity,medium,Actividad cayó 86% vs promedio de 14d,2025-04-27T00:00:00,,
NWM1788,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2025-04-27T00:00:00,,
W43BEE,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2025-04-27T00:00:00,,
A9933E,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-04-28T00:00:00,,
MDC441A,inactivity,medium,Actividad cayó 91% vs promedio de 14d,2025-04-28T00:00:00,,
NWY3792,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-04-28T00:00:00,,
A5037G,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-04-29T00:00:00,,
A9933G,inactivity,medium,Actividad cayó 97% vs promedio de 14d,2025-04-29T00:00:00,,
LHJ272C,inactivity,medium,Actividad cayó 100% vs promedio de 14d,2025-04-29T00:00:00,,
MBK588A,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-04-29T00:00:00,,
NJU829B,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-04-29T00:00:00,,
1804586,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-04-30T00:00:00,,
PWR358D,inactivity,medium,Actividad cayó 96% vs promedio de 14d,2025-04-30T00:00:00,,
2000578,inactivity,medium,Actividad cayó 96% vs promedio de 14d,2025-05-02T00:00:00,,
A6041C,inactivity,medium,Actividad cayó 97% vs promedio de 14d,2025-05-03T00:00:00,,
NWT2578,inactivity,medium,Actividad cayó 89% vs promedio de 14d,2025-05-03T00:00:00,,
PDV1717,inactivity,medium,Actividad cayó 95% vs promedio de 14d,2025-05-03T00:00:00,,
A4174H,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-05-04T00:00:00,,
NXW6665,inactivity,medium,Actividad cayó 53% vs promedio de 14d,2025-05-04T00:00:00,,
NXW6665,consumption,medium,Consumo cayó 53% y sólo registra 343 L en 30d,2025-05-04T00:00:00,,
A03787E,inactivity,medium,Actividad cayó 83% vs promedio de 14d,2025-05-05T00:00:00,,
A6932H,inactivity,medium,Actividad cayó 93% vs promedio de 14d,2025-05-05T00:00:00,,
MSP256A,inactivity,medium,Actividad cayó 87% vs promedio de 14d,2025-05-05T00:00:00,,
A03851A,inactivity,medium,Actividad cayó 80% vs promedio de 14d,2025-05-06T00:00:00,,
A2235C,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-05-06T00:00:00,,
MTC009A,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-05-07T00:00:00,,
PDK4435,inactivity,medium,Actividad cayó 87% vs promedio de 14d,2025-05-07T00:00:00,,
PEK2696,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-05-09T00:00:00,,
MJS110B,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-05-10T00:00:00,,
NFN637A,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-05-11T00:00:00,,
A27973E,inactivity,medium,Actividad cayó 72% vs promedio de 14d,2025-05-12T00:00:00,,
LUP764B,inactivity,medium,Actividad cayó 86% vs promedio de 14d,2025-05-12T00:00:00,,
A9822K,inactivity,medium,Actividad cayó 97% vs promedio de 14d,2025-05-13T00:00:00,,
ECO028,inactivity,medium,Actividad cayó 96% vs promedio de 14d,2025-05-14T00:00:00,,
A02361A,inactivity,medium,Actividad cayó 82% vs promedio de 14d,2025-05-15T00:00:00,,
A02361A,consumption,medium,Consumo cayó 82% y sólo registra 765 L en 30d,2025-05-15T00:00:00,,
120768K,inactivity,medium,Actividad cayó 96% vs promedio de 14d,2025-05-16T00:00:00,,
A0282D,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-05-16T00:00:00,,
A2203E,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-05-16T00:00:00,,
A2203E,consumption,medium,Consumo cayó 88% y sólo registra 317 L en 30d,2025-05-16T00:00:00,,
MBH168A,inactivity,medium,Actividad cayó 97% vs promedio de 14d,2025-05-16T00:00:00,,
MMX820A,inactivity,medium,Actividad cayó 96% vs promedio de 14d,2025-05-16T00:00:00,,
754292J,inactivity,medium,Actividad cayó 71% vs promedio de 14d,2025-05-17T00:00:00,,
A1805G,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-05-17T00:00:00,,
MHB508A,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-05-17T00:00:00,,
MRZ643A,inactivity,medium,Actividad cayó 93% vs promedio de 14d,2025-05-17T00:00:00,,
NTK1467,inactivity,medium,Actividad cayó 87% vs promedio de 14d,2025-05-17T00:00:00,,
NVA1155,inactivity,medium,Actividad cayó 94% vs promedio de 14d,2025-05-17T00:00:00,,
LPM957A,inactivity,medium,Actividad cayó 92% vs promedio de 14d,2025-05-18T00:00:00,,
403TL113,inactivity,medium,Actividad cayó 95% vs promedio de 14d,2025-05-19T00:00:00,,
A03975A,inactivity,medium,Actividad cayó 76% vs promedio de 14d,2025-05-19T00:00:00,,
A03975A,consumption,medium,"Consumo cayó 76% y sólo registra 1,155 L en 30d",2025-05-19T00:00:00,,
A037JLC,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-05-20T00:00:00,,
A1123C,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-05-20T00:00:00,,
PDR246A,inactivity,medium,Actividad cayó 68% vs promedio de 14d,2025-05-20T00:00:00,,
PDR246A,consumption,medium,Consumo cayó 68% y sólo registra 223 L en 30d,2025-05-20T00:00:00,,
1512EDM010,inactivity,medium,Actividad cayó 95% vs promedio de 14d,2025-05-21T00:00:00,,
F62ALD,inactivity,medium,Actividad cayó 95% vs promedio de 14d,2025-05-21T00:00:00,,
752895J,inactivity,medium,Actividad cayó 77% vs promedio de 14d,2025-05-22T00:00:00,,
LMF593A,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-05-22T00:00:00,,
PDU4392,inactivity,medium,Actividad cayó 89% vs promedio de 14d,2025-05-22T00:00:00,,
LXL539A,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-05-23T00:00:00,,
NXH6263,inactivity,medium,Actividad cayó 96% vs promedio de 14d,2025-05-23T00:00:00,,
NZB4926,inactivity,medium,Actividad cayó 84% vs promedio de 14d,2025-05-23T00:00:00,,
NZB4926,consumption,medium,Consumo cayó 84% y sólo registra 336 L en 30d,2025-05-23T00:00:00,,
K008854,inactivity,medium,Actividad cayó 58% vs promedio de 14d,2025-05-25T00:00:00,,
K008854,consumption,medium,"Consumo cayó 58% y sólo registra 1,549 L en 30d",2025-05-25T00:00:00,,
LSG918A,inactivity,medium,Actividad cayó 95% vs promedio de 14d,2025-05-25T00:00:00,,
NWV5181,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-05-26T00:00:00,,
PEL3520,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-05-26T00:00:00,,
A05238A,inactivity,medium,Actividad cayó 77% vs promedio de 14d,2025-05-27T00:00:00,,
A05238A,consumption,medium,"Consumo cayó 77% y sólo registra 1,170 L en 30d",2025-05-27T00:00:00,,
A6076H,inactivity,medium,Actividad cayó 92% vs promedio de 14d,2025-05-27T00:00:00,,
CR6078,inactivity,medium,Actividad cayó 72% vs promedio de 14d,2025-05-27T00:00:00,,
CR6078,consumption,medium,Consumo cayó 72% y sólo registra 259 L en 30d,2025-05-27T00:00:00,,
PBB3001,inactivity,medium,Actividad cayó 62% vs promedio de 14d,2025-05-27T00:00:00,,
A2488M,inactivity,medium,Actividad cayó 89% vs promedio de 14d,2025-05-28T00:00:00,,
A2488M,consumption,medium,Consumo cayó 89% y sólo registra 271 L en 30d,2025-05-28T00:00:00,,
A3859D,inactivity,medium,Actividad cayó 91% vs promedio de 14d,2025-05-28T00:00:00,,
MVB471B,inactivity,medium,Actividad cayó 94% vs promedio de 14d,2025-05-28T00:00:00,,
P33ATH,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-05-28T00:00:00,,
A2889E,inactivity,medium,Actividad cayó 95% vs promedio de 14d,2025-05-29T00:00:00,,
A85266D,inactivity,medium,Actividad cayó 69% vs promedio de 14d,2025-05-29T00:00:00,,
MUS763B,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2025-05-29T00:00:00,,
PCD3001,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-05-29T00:00:00,,
A4531G,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-05-30T00:00:00,,
NYW4034,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2025-05-30T00:00:00,,
A05160A,inactivity,medium,Actividad cayó 73% vs promedio de 14d,2025-05-31T00:00:00,,
A05160A,consumption,medium,"Consumo cayó 73% y sólo registra 1,282 L en 30d",2025-05-31T00:00:00,,
LZG813A,inactivity,medium,Actividad cayó 94% vs promedio de 14d,2025-05-31T00:00:00,,
PAZ1744,inactivity,medium,Actividad cayó 89% vs promedio de 14d,2025-05-31T00:00:00,,
PAZ1744,consumption,medium,Consumo cayó 89% y sólo registra 231 L en 30d,2025-05-31T00:00:00,,
A85421D,inactivity,medium,Actividad cayó 76% vs promedio de 14d,2025-06-01T00:00:00,,
A85421D,consumption,medium,Consumo cayó 76% y sólo registra 985 L en 30d,2025-06-01T00:00:00,,
A04511A,inactivity,medium,Actividad cayó 68% vs promedio de 14d,2025-06-02T00:00:00,,
A04511A,consumption,medium,"Consumo cayó 68% y sólo registra 1,363 L en 30d",2025-06-02T00:00:00,,
MMJ562A,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-06-02T00:00:00,,
NZV8496,inactivity,medium,Actividad cayó 94% vs promedio de 14d,2025-06-02T00:00:00,,
4000009,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-06-03T00:00:00,,
LWT662A,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-06-04T00:00:00,,
NGH5846,inactivity,medium,Actividad cayó 86% vs promedio de 14d,2025-06-04T00:00:00,,
PCE3341,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-06-04T00:00:00,,
PDY4327,inactivity,medium,Actividad cayó 91% vs promedio de 14d,2025-06-04T00:00:00,,
U48BKJ,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-06-04T00:00:00,,
A28124E,inactivity,medium,Actividad cayó 65% vs promedio de 14d,2025-06-05T00:00:00,,
A28124E,consumption,medium,Consumo cayó 65% y sólo registra 353 L en 30d,2025-06-05T00:00:00,,
A93980,inactivity,medium,Actividad cayó 86% vs promedio de 14d,2025-06-05T00:00:00,,
LG58472,inactivity,medium,Actividad cayó 87% vs promedio de 14d,2025-06-05T00:00:00,,
NYR2020,inactivity,medium,Actividad cayó 95% vs promedio de 14d,2025-06-05T00:00:00,,
U76BHV,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-06-05T00:00:00,,
A0089L,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-06-06T00:00:00,,
A1724E,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2025-06-06T00:00:00,,
NYJY115A,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-06-06T00:00:00,,
A3513J,inactivity,medium,Actividad cayó 89% vs promedio de 14d,2025-06-07T00:00:00,,
A3513J,consumption,medium,Consumo cayó 89% y sólo registra 259 L en 30d,2025-06-07T00:00:00,,
S3M9065,inactivity,medium,Actividad cayó 61% vs promedio de 14d,2025-06-07T00:00:00,,
S3M9065,consumption,medium,"Consumo cayó 61% y sólo registra 1,888 L en 30d",2025-06-07T00:00:00,,
A2988C,inactivity,medium,Actividad cayó 89% vs promedio de 14d,2025-06-08T00:00:00,,
MDX643A,inactivity,medium,Actividad cayó 96% vs promedio de 14d,2025-06-08T00:00:00,,
MFL068A,inactivity,medium,Actividad cayó 89% vs promedio de 14d,2025-06-08T00:00:00,,
T07BAW,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-06-08T00:00:00,,
MVJ595A,inactivity,medium,Actividad cayó 95% vs promedio de 14d,2025-06-09T00:00:00,,
A2175A,inactivity,medium,Actividad cayó 91% vs promedio de 14d,2025-06-10T00:00:00,,
A5352E,inactivity,medium,Actividad cayó 95% vs promedio de 14d,2025-06-10T00:00:00,,
B73AVH,inactivity,medium,Actividad cayó 91% vs promedio de 14d,2025-06-10T00:00:00,,
PDZ7437,inactivity,medium,Actividad cayó 97% vs promedio de 14d,2025-06-10T00:00:00,,
8163JES,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-06-11T00:00:00,,
PDS9475,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-06-11T00:00:00,,
A0393A,inactivity,medium,Actividad cayó 87% vs promedio de 14d,2025-06-12T00:00:00,,
A77510D,inactivity,medium,Actividad cayó 87% vs promedio de 14d,2025-06-12T00:00:00,,
A7861A,inactivity,medium,Actividad cayó 93% vs promedio de 14d,2025-06-12T00:00:00,,
A85596D,inactivity,medium,Actividad cayó 82% vs promedio de 14d,2025-06-12T00:00:00,,
A95229,inactivity,medium,Actividad cayó 89% vs promedio de 14d,2025-06-12T00:00:00,,
PCP5901,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-06-12T00:00:00,,
A4538J,inactivity,medium,Actividad cayó 89% vs promedio de 14d,2025-06-13T00:00:00,,
3866GMK,inactivity,medium,Actividad cayó 94% vs promedio de 14d,2025-06-14T00:00:00,,
